pair,comparison_id,average_distance,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_wrist,right_wrist,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,round,target,A_LH_referent,A_RH_referent,B_LH_referent,B_RH_referent,gesture_similarity_coding,A_begin_hmsm,A_begin_msec,A_end_hmsm,A_end_msec,A_duration_msec,A_round,A_trial,A_target,A_hands,B_begin_hmsm,B_begin_msec,B_end_hmsm,B_end_msec,B_duration_msec,B_round,B_trial,B_target,B_hands,pairnr,include,speaker_1,speaker_2,handedness,position,shape,movement,orientation,n_hand_A,n_hand_B,handedness_one_or_both,n_features_original,n_features,n_features_shape_movement,duration_diff,duration_diff_abs,A_begin_msec_adj,A_end_msec_adj,A_duration_msec_adj,B_begin_msec_adj,B_end_msec_adj,B_duration_msec_adj,min_duration_adj,hands_dtw
pair05,1,0.5149578581634413,0.3474381390940447,0.1957541985971121,0.5333635343805447,0.33082218852627454,0.570507100741784,0.3659696169533904,0.5438912020395413,0.3798352893234328,0.49150693275699164,0.37449729232632245,0.9919538577797347,1.0539549454421218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P0S0M0R0,00:02:46.435,166435,00:02:47.595,167595,1160,R1,1.6,16,ppA_both,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,1,0,0,0,0,2,2,1,1,1,0,440,440,166435.0,167595.0,1160.0,520292.0,521012.0,720.0,720.0,both
pair05,2,0.5184571685555122,0.2851158376940861,0.35112279164083543,0.44856503401445486,0.4313380468316328,0.5094239606059332,0.39633735869272857,0.4748745509658468,0.39049146793180245,0.43543305086556977,0.3751419287262098,1.173329154118122,0.9503128405789235,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P0S0M0R0,00:02:50.417,170417,00:02:51.539,171539,1122,R1,1.6,16,ppA_both,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,1,0,0,0,0,2,2,1,1,1,0,402,402,170417.0,171539.0,1122.0,520292.0,521012.0,720.0,720.0,both
pair05,3,0.2634065173134194,0.11260091140982943,0.26662383492604397,0.11480302602984169,0.3304699990684426,0.10975803899387425,0.2790191537577655,0.09322256348749167,0.2768028005233402,0.07504922964546715,0.2806849783702067,0.22495754544465635,0.9968861261040735,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A+16C,16A+16C,16A+16C,H0P0S9M0R1,00:02:52.693,172693,00:02:52.933,172933,240,R1,1.6,16,ppA_right,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,0,0,0,0,1,1,2,0,1,1,0,-480,480,172648.0,172978.0,330.0,520292.0,521012.0,720.0,330.0,both
pair05,4,0.27434523106009956,0.10633122997147523,0.23955544259637718,0.09924891463141876,0.36367035484728505,0.09160050328884876,0.24435034560900273,0.0691216547468491,0.24241783141139345,0.061743571407820955,0.24131595484431148,0.17106864281936443,1.3617183265470474,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A,16A+16C,16A+16C,H0P0S1M0R1,00:02:54.881,174881,00:02:55.087,175087,206,R1,1.6,16,ppA_right,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,0,0,1,0,1,1,2,0,2,2,1,-514,514,174819.0,175149.0,330.0,520292.0,521012.0,720.0,330.0,both
pair05,5,0.3808439803591481,0.32250462304933997,0.298401552008459,0.3503085249092891,0.3852725619600345,0.3522259949807031,0.2995366765802985,0.34170248812556986,0.2519010842541127,0.3814931746671292,0.20831394507629977,0.9473524779401998,0.4311146607583418,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16C,,16A+16C,16A+16C,H0P0S0M0R0,00:02:56.611,176611,00:02:56.754,176754,143,R1,1.6,16,ppA_left,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,0,0,0,0,0,1,2,0,0,0,0,-577,577,176517.5,176847.5,330.0,520292.0,521012.0,720.0,330.0,both
pair05,6,0.404235655282568,0.2864888962208323,0.04790707490434324,0.4154521483612446,0.18824146477500733,0.4346467267045714,0.26387692210402486,0.44151351714766873,0.28367752167217625,0.409956934812735,0.2738608446416152,0.852976154722754,0.9522296573238429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P1S0M0R0,00:02:46.435,166435,00:02:47.595,167595,1160,R1,1.6,16,ppA_both,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,1,1,0,0,0,2,2,1,2,2,0,880,880,166435.0,167595.0,1160.0,522905.0,523235.0,330.0,330.0,both
pair05,7,0.39973060490647727,0.2137165853836925,0.24203805268253017,0.33340668747142654,0.2722114246021753,0.3690494747787378,0.29349987488042634,0.3740342750495017,0.3050952850659447,0.3522162868766195,0.2939948367529899,1.028102507178104,0.7194019681555792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P1S0M0R0,00:02:50.417,170417,00:02:51.539,171539,1122,R1,1.6,16,ppA_both,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,1,1,0,0,0,2,2,1,2,2,0,842,842,170417.0,171539.0,1122.0,522905.0,523235.0,330.0,330.0,both
pair05,8,0.20324809000495236,0.11499496565934604,0.11821895049699352,0.11619871921046744,0.1833121681274027,0.11981353619958632,0.1826936085931993,0.08628766460861163,0.19997068217002284,0.054022114171427306,0.21265689619934033,0.26644997728981595,0.7843577973332145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A+16C,16A+16C,16A+16C,H0P1S1M0R1,00:02:52.693,172693,00:02:52.933,172933,240,R1,1.6,16,ppA_right,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,0,1,1,0,1,1,2,0,3,3,1,-40,40,172648.0,172978.0,330.0,522905.0,523235.0,330.0,330.0,both
pair05,9,0.21337300690677904,0.11413896322410445,0.08630346261826197,0.11935995404342457,0.20705720267038247,0.12284299281643517,0.14784695219750388,0.0812389668576783,0.16428116271906998,0.048926747518909165,0.17342270587783398,0.25633859611979176,1.0387183762179526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A,16A+16C,16A+16C,H0P0S1M1R1,00:02:54.881,174881,00:02:55.087,175087,206,R1,1.6,16,ppA_right,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,0,0,1,1,1,1,2,0,3,3,2,-74,74,174819.0,175149.0,330.0,522905.0,523235.0,330.0,330.0,both
pair05,10,0.36574649034849127,0.2334645690511944,0.3650967671373447,0.2430147144912025,0.4042825108103745,0.22328935379364,0.3317857555044045,0.24539773983369584,0.2928957381595719,0.30047330402382966,0.2533019855921085,0.7584084846370707,0.7375469611474589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16C,,16A+16C,16A+16C,H0P1S0M1R0,00:02:56.611,176611,00:02:56.754,176754,143,R1,1.6,16,ppA_left,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,0,1,0,1,0,1,2,0,2,2,1,-137,137,176517.5,176847.5,330.0,522905.0,523235.0,330.0,330.0,both
pair05,11,0.3780773694718446,0.2789045558437322,0.12648682543203194,0.5317451493253456,0.08552199513302058,0.5453867825441368,0.09163523501324439,0.4939518387596872,0.10286709315708649,0.43749376977682114,0.13226770426978912,0.8845895096761461,0.8260779747310936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,,16A,H0P1S1M0R1,00:02:46.435,166435,00:02:47.595,167595,1160,R1,1.6,16,ppA_both,00:08:44.030,524030,00:08:44.230,524230,200,R2,2.3,16,ppB_right,5,1,A,B,0,1,1,0,1,2,1,0,3,3,1,960,960,166435.0,167595.0,1160.0,523965.0,524295.0,330.0,330.0,both
